massimale_chiusura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
13.024	32.93152	8.56018	1.3092	-18.8324	10.27222
13.0245	33.9386	9.66797	-3.8269	-24.87488	12.78992
13.025	26.48621	4.63257	0.30212	-18.12744	21.24939
13.0255	33.53577	6.14319	0.40283	-21.45081	20.24231
13.026	26.88904	6.44531	-1.51062	-27.89612	28.60107
13.0265	28.70178	7.5531	-3.42407	-27.19116	39.37683
13.027	28.80249	5.0354	2.31628	-23.16284	34.94568
13.0275	19.83948	2.61841	-2.5177	-26.68762	38.06763
13.028	12.5885	5.53894	0.80566	-15.40833	43.30444
13.0285	11.98425	4.12903	-0.10071	-24.27063	44.11011
13.029	1.3092	2.11487	-3.7262	-17.22107	38.77258
13.0295	-1.40991	1.00708	-1.51062	-10.47363	37.7655
13.03	1.3092	-3.7262	0.60425	-7.75452	38.06763
13.0305	-11.68213	-4.33044	-0.10071	-0.90637	23.66638
13.031	-14.09912	-4.83398	-5.84106	-2.41699	25.07629
13.0315	-17.6239	-4.43115	1.10779	-3.52478	17.92603
13.032	-20.84656	-9.16443	-7.15027	5.33752	17.12036
13.0325	-22.45789	-11.78284	-5.33752	8.7616	9.16443
13.033	-32.93152	-8.96301	-1.91345	12.48779	2.81982
13.0335	-41.39099	-11.58142	0.30212	20.64514	0.60425
13.034	-41.59241	-13.59558	3.12195	23.76709	-9.36584
13.0345	-43.70728	-14.30054	-3.8269	26.98975	-23.06213
13.035	-38.36975	-14.40125	-0.50354	25.37842	-27.59399
13.0355	-36.85913	-19.23523	-1.40991	21.24939	-30.11169
13.036	-41.4917	-14.90479	-4.53186	24.06921	-33.33435
13.0365	-29.80957	-17.32178	-1.3092	33.53577	-34.34143
13.037	-29.40674	-14.80408	3.22266	30.11169	-36.35559
13.0375	-32.12585	-14.80408	1.40991	22.96143	-36.05347
13.038	-21.04797	-12.68921	-1.10779	23.06213	-36.95984
13.0385	-18.32886	-12.38708	2.5177	19.03381	-37.96692
13.039	-12.38708	-8.35876	0.90637	12.28638	-41.18958
13.0395	-3.52478	-3.12195	1.51062	12.38708	-40.58533
13.04	5.53894	2.92053	6.54602	7.15027	-36.05347
13.0405	0.50354	-2.31628	-3.8269	-1.10779	-28.39966
13.041	1.51062	-2.21558	-0.30212	-1.3092	-20.44373
13.0415	10.17151	-3.02124	3.22266	0.30212	-10.77576
13.042	14.60266	-3.12195	0	-8.45947	-10.0708
13.0425	21.55151	4.33044	1.40991	-15.20691	-10.77576
13.043	28.70178	2.21558	-7.04956	-17.01965	-2.11487
13.0435	26.98975	3.02124	-2.21558	-22.76001	3.7262
13.044	29.10461	17.22107	7.75452	-24.06921	8.56018
13.0445	34.34143	9.66797	1.3092	-23.76709	15.20691
13.045	25.47913	6.2439	-0.10071	-28.9032	22.25647
13.0455	22.05505	3.32336	1.91345	-22.76001	28.09753
13.046	21.75293	6.94885	-9.86938	-24.57275	30.51453
13.0465	20.94727	5.63965	-1.91345	-32.7301	33.83789
13.047	16.51611	6.14319	-0.30212	-22.35718	36.85913
13.0475	21.04797	11.07788	1.91345	-27.89612	33.73718
13.048	20.24231	-0.90637	-2.61841	-23.06213	37.16125
13.0485	10.67505	-0.90637	-1.10779	-21.75293	41.18958
13.049	6.14319	1.71204	-1.51062	-19.43665	36.15417
13.0495	1.2085	-2.81982	-2.92053	-11.17859	27.29187
13.05	-8.56018	-5.94177	-5.33752	-5.74036	25.78125
13.0505	-2.71912	-4.12903	-0.50354	-2.71912	21.65222
13.051	-19.53735	-2.5177	3.32336	-5.0354	25.47913
13.0515	-23.46497	-10.37292	-1.81274	6.44531	13.39417
13.052	-26.68762	-9.26514	-1.71204	7.35168	13.797
13.0525	-28.60107	-7.95593	-0.20142	11.78284	11.48071
13.053	-30.11169	-9.86938	-4.12903	14.90479	4.63257
13.0535	-37.46338	-13.09204	-3.12195	20.64514	-7.85522
13.054	-36.55701	-12.78992	-5.74036	21.45081	-14.19983
13.0545	-36.55701	-5.0354	-0.70496	19.43665	-18.53027
13.055	-35.65063	-17.32178	-2.01416	23.36426	-21.85364
13.0555	-40.98816	-14.40125	-4.43115	28.39966	-29.30603
13.056	-32.22656	-15.30762	0.20142	21.95435	-31.62231
13.0565	-33.63647	-11.17859	-1.10779	22.05505	-39.37683
13.057	-31.82373	-12.78992	-4.83398	26.78833	-34.34143
13.0575	-35.34851	-9.46655	2.31628	21.14868	-43.20374
13.058	-19.63806	-9.66797	2.21558	19.63806	-45.62073
13.0585	-14.70337	-15.50903	1.71204	21.85364	-45.01648
13.059	-13.39417	-16.61682	-2.61841	12.28638	-37.7655
13.0595	-9.16443	-5.53894	-0.60425	11.2793	-42.49878
13.06	-3.02124	-5.94177	-5.53894	11.58142	-36.75842
13.0605	0.90637	1.3092	-8.7616	5.53894	-31.21948
13.061	5.63965	5.13611	-9.16443	0.30212	-19.63806
13.0615	10.77576	2.21558	-1.71204	-5.33752	-24.47205
13.062	16.21399	1.61133	0.10071	-12.89062	-20.24231
13.0625	17.01965	8.05664	-2.21558	-12.99133	-12.99133
13.063	19.94019	15.81116	-3.52478	-19.03381	-0.90637
13.0635	25.88196	12.99133	-1.2085	-25.37842	2.01416
13.064	32.42798	8.7616	-1.3092	-21.24939	7.25098
13.0645	34.74426	7.35168	-4.12903	-21.45081	14.09912
13.065	30.71594	7.95593	-3.22266	-26.08337	18.12744
13.0655	23.16284	5.94177	-3.92761	-28.60107	21.75293
13.066	30.11169	3.8269	-4.73328	-28.19824	30.11169
13.0665	32.32727	7.75452	0.40283	-28.09753	30.01099
13.067	22.76001	3.92761	-4.93469	-29.70886	34.54285
13.0675	23.16284	-0.30212	-0.90637	-28.80249	45.72144
13.068	17.01965	0.80566	4.83398	-25.88196	36.15417
13.0685	13.09204	3.32336	0	-22.05505	37.36267
13.069	9.86938	3.22266	-2.31628	-17.12036	34.54285
13.0695	-0.10071	1.51062	-5.23682	-12.78992	33.73718
13.07	-5.84106	-6.94885	-3.12195	-7.85522	32.7301
13.0705	-6.74744	-3.12195	-4.12903	-13.29346	28.29895
13.071	-11.58142	-3.92761	-1.91345	-5.84106	25.68054
13.0715	-16.01257	-6.14319	-0.50354	2.21558	25.177
13.072	-22.76001	-2.01416	-3.52478	1.3092	12.89062
13.0725	-27.09045	-10.27222	3.22266	5.43823	8.7616
13.073	-30.31311	-9.97009	3.22266	11.48071	0.40283
13.0735	-37.16125	-10.37292	-2.71912	18.12744	-8.15735
13.074	-38.77258	-16.11328	-0.30212	19.94019	-13.69629
13.0745	-39.17542	-11.17859	-0.60425	25.88196	-18.22815
13.075	-36.75842	-10.57434	-2.71912	24.47205	-25.88196
13.0755	-34.94568	-10.97717	2.5177	20.94727	-30.11169
13.076	-36.95984	-10.47363	-0.10071	21.95435	-34.14001
13.0765	-27.59399	-13.99841	-3.52478	15.50903	-33.73718
13.077	-29.91028	-5.53894	-2.11487	18.32886	-34.54285
13.0775	-26.3855	-5.23682	1.40991	21.45081	-41.18958
13.078	-25.47913	-7.5531	0.50354	22.35718	-44.0094
13.0785	-22.86072	-8.8623	-2.5177	17.32178	-39.98108
13.079	-9.97009	-7.85522	2.81982	15.91187	-38.16833
13.0795	-4.12903	0.10071	-4.12903	11.38	-34.94568
13.08	-0.50354	-4.53186	-9.56726	4.02832	-37.36267
13.0805	0.90637	4.93469	-4.33044	3.02124	-30.31311
13.081	5.33752	5.94177	-0.30212	-5.23682	-28.70178
13.0815	8.8623	1.3092	0.10071	-8.56018	-17.32178
13.082	15.60974	10.77576	-0.90637	-8.05664	-10.57434
13.0825	21.14868	10.97717	1.71204	-6.54602	-5.13611
13.083	21.75293	8.15735	2.71912	-16.01257	2.31628
13.0835	21.75293	5.23682	-4.22974	-23.26355	2.31628
13.084	28.19824	8.05664	0.80566	-23.36426	12.18567
13.0845	26.58691	6.74744	2.01416	-22.96143	13.59558
13.085	24.87488	4.53186	-0.90637	-22.96143	24.57275
13.0855	24.97559	-0.10071	0.10071	-23.26355	25.88196
13.086	27.6947	4.93469	0.10071	-21.24939	28.09753
13.0865	28.80249	3.52478	-1.40991	-20.04089	33.03223
13.087	28.29895	2.5177	-1.91345	-23.46497	36.35559
13.0875	16.81824	2.11487	-4.02832	-20.64514	35.65063
13.088	20.44373	5.23682	0.50354	-20.84656	39.17542
13.0885	8.25806	3.92761	-5.23682	-18.73169	36.25488
13.089	6.94885	-2.5177	0	-18.93311	34.54285
13.0895	-5.63965	1.91345	-1.40991	-13.59558	30.2124
13.09	2.11487	-2.92053	-1.00708	-7.15027	27.6947
13.0905	-11.78284	-4.53186	2.31628	-6.74744	24.77417
13.091	-13.99841	-7.04956	-4.63257	5.84106	21.85364
13.0915	-15.60974	-9.36584	-0.90637	3.62549	17.92603
13.092	-24.06921	-7.5531	0.60425	5.43823	17.32178
13.0925	-25.68054	-12.78992	-6.04248	10.57434	8.56018
13.093	-31.32019	-8.96301	-5.13611	10.97717	1.00708
13.0935	-34.94568	-10.87646	-4.33044	17.72461	-4.53186
13.094	-39.98108	-15.40833	2.11487	24.67346	-10.47363
13.0945	-39.47754	-13.99841	-3.52478	27.19116	-14.09912
13.095	-37.86621	-19.63806	-1.71204	20.84656	-20.54443
13.0955	-37.96692	-12.18567	2.31628	24.87488	-22.55859
13.096	-30.91736	-8.56018	0.30212	24.47205	-33.53577
13.0965	-37.46338	-10.57434	-1.81274	22.15576	-36.95984
13.097	-30.31311	-13.99841	-1.10779	29.00391	-35.85205
13.0975	-29.50745	-6.44531	-2.71912	23.8678	-38.16833
13.098	-22.05505	-14.40125	1.00708	21.95435	-37.86621
13.0985	-21.45081	-7.65381	-0.10071	13.89771	-38.67188
13.099	-12.5885	-7.04956	-0.60425	12.48779	-42.39807
13.0995	-7.35168	-0.50354	-3.12195	7.25098	-37.96692
13.1	-1.91345	-5.23682	-6.14319	8.05664	-31.21948
13.1005	5.94177	-2.92053	-1.61133	7.04956	-29.70886
13.101	9.66797	5.0354	0.70496	1.00708	-27.49329
13.1015	8.15735	-3.8269	-3.52478	0.70496	-19.83948
13.102	13.49487	5.33752	1.81274	-10.77576	-16.61682
13.1025	16.81824	7.04956	1.91345	-10.47363	-16.41541
13.103	20.24231	6.84814	0.70496	-17.42249	-6.54602
13.1035	24.06921	10.27222	-3.02124	-19.03381	4.12903
13.104	31.11877	4.63257	-1.81274	-22.05505	9.97009
13.1045	32.7301	5.74036	0.50354	-29.91028	21.45081
13.105	27.49329	9.76868	1.81274	-20.04089	23.26355
13.1055	28.50037	6.74744	-2.81982	-25.98267	26.58691
13.106	25.68054	9.97009	-5.23682	-19.83948	27.6947
13.1065	24.06921	5.23682	-3.7262	-21.95435	35.2478
13.107	29.50745	5.43823	-3.7262	-18.42957	37.26196
13.1075	24.87488	6.14319	0.50354	-21.14868	38.16833
13.108	15.20691	6.94885	-1.81274	-20.1416	37.36267
13.1085	14.70337	5.94177	-7.75452	-16.01257	40.98816
13.109	-0.90637	1.71204	-3.52478	-12.5885	31.92444
13.1095	-1.61133	-8.56018	-4.22974	-12.5885	35.34851
13.11	-2.11487	-2.71912	-6.94885	-4.53186	31.82373
13.1105	-9.26514	-4.33044	-4.12903	-4.83398	27.29187
13.111	-15.00549	-8.96301	-2.31628	-1.2085	20.24231
13.1115	-12.68921	-6.94885	-4.22974	4.83398	18.8324
13.112	-23.46497	-9.97009	-7.04956	6.14319	15.50903
13.1125	-22.15576	-12.68921	-4.33044	8.35876	10.17151
13.113	-34.74426	-13.59558	1.10779	13.49487	-0.30212
13.1135	-29.80957	-9.66797	-1.10779	15.1062	-5.74036
13.114	-36.35559	-20.24231	0.50354	18.73169	-13.19275
13.1145	-32.93152	-11.78284	-3.42407	20.44373	-13.59558
13.115	-32.32727	-14.80408	1.51062	25.07629	-24.27063
13.1155	-35.65063	-10.77576	-0.10071	22.86072	-24.97559
13.116	-30.41382	-21.45081	0.10071	22.96143	-29.91028
13.1165	-37.96692	-10.57434	3.62549	19.53735	-28.60107
13.117	-36.95984	-13.49487	2.92053	19.83948	-39.47754
13.1175	-32.12585	-7.5531	-3.92761	22.25647	-42.8009
13.118	-23.16284	-6.3446	-0.10071	16.81824	-46.22498
13.1185	-20.44373	-5.63965	-5.23682	16.81824	-41.79382
13.119	-9.36584	-5.33752	-5.23682	9.97009	-41.99524
13.1195	-10.17151	-5.74036	-3.8269	9.56726	-39.67896
13.12	-4.43115	3.02124	-2.21558	0.50354	-37.56409
13.1205	-1.40991	0.80566	-3.62549	-1.10779	-38.67188
13.121	3.42407	2.5177	-4.12903	-0.70496	-31.32019
13.1215	10.57434	3.32336	5.74036	-1.51062	-19.94019
13.122	19.43665	4.73328	-3.8269	-3.22266	-19.83948
13.1225	14.80408	1.10779	-3.42407	-8.35876	-12.28638
13.123	31.92444	6.14319	-3.52478	-8.8623	-7.45239
13.1235	23.76709	3.8269	-4.12903	-22.6593	2.61841
13.124	30.41382	10.87646	2.61841	-23.36426	4.33044
13.1245	27.19116	9.66797	0	-26.18408	5.53894
13.125	36.95984	5.74036	-4.02832	-31.32019	15.40833
13.1255	31.52161	7.35168	0.30212	-25.27771	15.50903
13.126	30.71594	9.36584	2.71912	-28.70178	23.46497
13.1265	24.57275	10.77576	-7.75452	-28.29895	25.78125
13.127	29.50745	10.97717	-0.90637	-27.89612	30.31311
13.1275	15.71045	9.97009	-1.40991	-28.29895	28.70178
13.128	19.33594	7.25098	-1.91345	-25.57983	42.49878
13.1285	13.29346	3.42407	1.3092	-20.24231	42.59949
13.129	3.52478	3.42407	-8.96301	-15.20691	38.57117
13.1295	-4.53186	-0.10071	-3.12195	-10.67505	35.95276
13.13	-6.2439	-0.70496	-5.94177	-7.15027	33.73718
13.1305	-10.57434	-5.53894	-1.51062	-1.71204	29.80957
13.131	-13.89771	-4.63257	0.70496	3.7262	25.88196
13.1315	-20.34302	-2.81982	-1.91345	2.5177	25.78125
13.132	-20.64514	-7.15027	-3.8269	2.11487	21.65222
13.1325	-28.70178	-7.65381	-2.31628	11.98425	5.74036
13.133	-39.07471	-14.80408	-4.53186	10.27222	0.70496
13.1335	-39.57825	-15.00549	-5.94177	20.04089	-6.14319
13.134	-37.96692	-10.77576	-5.63965	23.46497	-10.67505
13.1345	-43.00232	-9.66797	-2.92053	22.6593	-22.05505
13.135	-38.87329	-17.72461	-3.52478	22.25647	-23.56567
13.1355	-33.13293	-14.09912	-3.7262	15.00549	-20.1416
13.136	-31.32019	-8.7616	0.80566	24.57275	-30.91736
13.1365	-30.41382	-11.17859	-4.63257	17.12036	-35.75134
13.137	-36.65771	-12.48779	-0.20142	24.67346	-38.16833
13.1375	-26.08337	-14.70337	-1.81274	23.06213	-37.96692
13.138	-30.41382	-7.5531	-5.53894	22.45789	-38.87329
13.1385	-14.09912	-4.12903	1.71204	18.8324	-41.4917
13.139	-3.52478	-1.81274	8.56018	17.52319	-43.60657
13.1395	-4.63257	3.22266	-7.04956	16.81824	-41.89453
13.14	-0.70496	-7.65381	-1.3092	6.54602	-35.65063
13.1405	-2.61841	-2.11487	2.21558	1.71204	-28.80249
13.141	6.3446	4.83398	-2.5177	4.73328	-28.60107
13.1415	9.66797	3.42407	1.10779	-1.61133	-23.16284
13.142	13.797	7.75452	-2.5177	-10.17151	-16.61682
13.1425	13.59558	2.71912	-2.31628	-15.91187	-11.68213
13.143	25.98267	1.81274	4.22974	-13.39417	-2.5177
13.1435	27.89612	10.17151	-1.61133	-22.25647	9.16443
13.144	28.80249	13.59558	0.10071	-19.03381	7.25098
13.1445	35.14709	7.75452	0.90637	-18.53027	19.63806
13.145	31.52161	6.64673	-2.61841	-25.88196	22.25647
13.1455	25.68054	3.7262	-1.91345	-22.55859	27.99683
13.146	26.88904	8.05664	0.60425	-26.58691	32.32727
13.1465	29.50745	7.45239	1.61133	-20.04089	31.32019
13.147	25.88196	6.14319	2.41699	-24.97559	38.974
13.1475	24.16992	6.84814	3.32336	-25.27771	36.05347
13.148	16.11328	13.49487	-3.02124	-25.98267	42.29736
13.1485	15.81116	5.53894	3.22266	-20.34302	42.29736
13.149	6.54602	7.75452	0.20142	-14.40125	45.52002
13.1495	3.42407	-1.00708	2.92053	-20.64514	39.17542
13.15	-10.77576	-1.81274	1.10779	-8.15735	38.26904
13.1505	-11.98425	-5.43823	0.50354	3.02124	31.72302
13.151	-13.69629	-9.16443	1.10779	-2.21558	21.65222
13.1515	-12.78992	-2.5177	4.63257	-3.42407	22.35718
13.152	-18.53027	-2.31628	2.81982	4.93469	13.39417
13.1525	-24.77417	-2.21558	0.60425	9.97009	10.37292
13.153	-33.33435	-11.2793	-3.32336	13.89771	9.66797
13.1535	-34.24072	-12.89062	-4.02832	12.5885	-1.51062
13.154	-35.44922	-11.78284	-1.3092	15.00549	-10.37292
13.1545	-35.65063	-9.46655	1.71204	18.53027	-18.42957
13.155	-36.05347	-13.09204	-0.80566	23.26355	-26.88904
13.1555	-39.27612	-13.69629	-0.10071	27.6947	-31.4209
13.156	-39.27612	-16.01257	-1.51062	18.93311	-28.9032
13.1565	-32.93152	-9.26514	0.80566	14.60266	-34.34143
13.157	-35.85205	-8.96301	-4.53186	21.75293	-41.59241
13.1575	-32.52869	-8.96301	-4.22974	23.66638	-41.59241
13.158	-26.28479	-10.77576	1.3092	18.73169	-39.17542
13.1585	-21.65222	-8.7616	-1.00708	16.61682	-38.57117
13.159	-15.00549	-7.75452	-1.61133	10.57434	-37.36267
13.1595	-9.06372	-3.52478	-3.52478	13.39417	-34.44214
13.16	0.70496	-3.02124	-1.81274	6.14319	-39.17542
13.1605	2.21558	-2.41699	-8.35876	0.60425	-31.52161
13.161	6.04248	1.10779	-2.31628	-4.12903	-22.86072
13.1615	12.99133	-0.10071	-0.90637	-8.7616	-21.45081
13.162	18.42957	3.22266	-0.90637	-12.38708	-17.92603
13.1625	16.41541	6.04248	-5.23682	-17.12036	-9.66797
13.163	27.39258	5.43823	-3.02124	-17.6239	-6.54602
13.1635	24.87488	5.84106	4.22974	-20.44373	5.43823
13.164	29.30603	16.41541	-1.91345	-24.27063	10.27222
13.1645	36.75842	12.28638	2.41699	-21.65222	11.38
13.165	25.88196	8.25806	-0.60425	-23.16284	23.46497
13.1655	30.91736	5.13611	-0.50354	-22.55859	23.06213
13.166	29.70886	6.84814	1.71204	-24.87488	34.54285
13.1665	28.70178	3.22266	2.5177	-25.68054	30.91736
13.167	34.84497	4.53186	-4.22974	-25.57983	35.75134
13.1675	25.07629	6.84814	-3.8269	-12.68921	38.16833
13.168	21.55151	9.97009	1.91345	-19.63806	34.94568
13.1685	16.81824	6.94885	-0.40283	-20.1416	36.75842
13.169	4.12903	-0.90637	-0.10071	-9.97009	40.2832
13.1695	4.53186	-4.22974	-9.06372	-4.53186	40.38391
13.17	-8.35876	-1.40991	-6.74744	-8.35876	31.01807
13.1705	-13.09204	-3.52478	-8.56018	-6.64673	26.58691
13.171	-11.48071	-4.73328	-0.10071	-1.61133	24.27063
13.1715	-23.46497	-5.13611	-3.02124	0.70496	21.14868
13.172	-24.77417	-9.56726	2.41699	11.2793	13.59558
13.1725	-25.27771	-8.56018	-2.5177	16.51611	7.15027
13.173	-28.50037	-13.797	-6.74744	10.87646	2.71912
13.1735	-32.22656	-11.58142	0.90637	18.8324	-6.14319
13.174	-39.27612	-5.33752	1.40991	14.30054	-10.0708
13.1745	-38.16833	-13.19275	-0.90637	23.46497	-21.04797
13.175	-34.94568	-14.80408	-3.7262	22.86072	-28.09753
13.1755	-34.14001	-13.49487	-1.51062	21.45081	-22.05505
13.176	-36.35559	-12.5885	-1.40991	21.75293	-22.86072
13.1765	-27.89612	-10.57434	3.52478	24.67346	-34.34143
13.177	-32.52869	-7.15027	-5.43823	25.57983	-31.92444
13.1775	-30.91736	-6.94885	2.41699	26.88904	-42.29736
13.178	-20.74585	-16.21399	-0.70496	18.22815	-45.41931
13.1785	-19.43665	-9.97009	-7.5531	21.24939	-40.08179
13.179	-13.49487	-2.92053	1.51062	14.19983	-39.37683
13.1795	-9.56726	-5.13611	-0.10071	9.06372	-38.974
13.18	-1.71204	0.50354	-0.10071	3.22266	-33.23364
13.1805	3.7262	4.33044	1.91345	7.75452	-37.96692
13.181	5.53894	-1.81274	-1.81274	0.80566	-29.70886
13.1815	10.27222	3.92761	0.50354	-1.91345	-23.06213
13.182	11.48071	5.84106	0.90637	-9.36584	-19.03381
13.1825	17.52319	3.32336	-0.20142	-6.3446	-10.87646
13.183	23.56567	6.54602	-1.3092	-19.43665	-6.64673
13.1835	29.40674	4.22974	1.71204	-19.23523	2.61841
13.184	32.32727	2.81982	-4.53186	-19.43665	8.56018
13.1845	33.53577	6.84814	-4.63257	-20.24231	13.19275
13.185	24.47205	6.64673	4.73328	-25.88196	22.6593
13.1855	24.87488	5.33752	5.53894	-26.08337	28.09753
13.186	23.96851	5.0354	-0.30212	-26.58691	28.80249
13.1865	25.68054	3.92761	2.71912	-23.36426	36.15417
13.187	23.46497	8.66089	1.81274	-27.6947	32.32727
13.1875	22.86072	7.15027	-4.33044	-24.67346	39.77966
13.188	19.33594	8.05664	-1.51062	-23.26355	36.35559
13.1885	12.48779	7.85522	-5.94177	-27.29187	37.86621
13.189	7.45239	4.93469	-0.80566	-19.94019	38.57117
13.1895	0.50354	-4.63257	-0.20142	-12.68921	36.05347
13.19	-3.92761	-3.52478	-0.20142	-12.68921	31.11877
13.1905	-15.00549	-2.11487	-2.31628	-6.2439	26.3855
13.191	-10.37292	-3.52478	-0.50354	0.10071	29.60815
13.1915	-14.40125	-6.3446	-6.44531	1.91345	15.1062
13.192	-23.26355	-2.21558	-1.40991	2.92053	9.26514
13.1925	-31.52161	-9.26514	-0.40283	8.56018	10.87646
13.193	-34.03931	-14.30054	-4.12903	13.59558	4.93469
13.1935	-28.9032	-16.01257	-5.33752	17.42249	-4.12903
13.194	-36.4563	-12.78992	-3.92761	21.55151	-9.26514
13.1945	-39.27612	-13.19275	0.40283	25.78125	-18.42957
13.195	-34.44214	-12.48779	-1.2085	26.68762	-26.68762
13.1955	-33.83789	-12.38708	1.00708	26.58691	-25.57983
13.196	-43.40515	-11.2793	-1.10779	19.03381	-23.66638
13.1965	-36.95984	-17.01965	-6.3446	23.06213	-31.92444
13.197	-32.83081	-12.18567	-2.61841	24.27063	-36.95984
13.1975	-34.44214	-15.71045	-3.52478	22.05505	-44.0094
13.198	-30.41382	-9.86938	-0.10071	22.6593	-41.79382
13.1985	-18.63098	-6.44531	-0.20142	16.61682	-40.58533
13.199	-19.03381	-4.73328	-0.90637	11.98425	-46.02356
13.1995	-4.33044	-6.64673	-0.10071	11.38	-37.46338
13.2	-3.42407	-6.14319	-3.32336	8.35876	-33.63647
13.2005	1.61133	-0.30212	0	2.61841	-27.19116
13.201	6.64673	0.30212	1.3092	-1.40991	-26.78833
13.2015	12.5885	5.43823	0.80566	-5.23682	-20.24231
13.202	18.63098	3.42407	-4.63257	-9.97009	-10.37292
13.2025	21.85364	5.23682	-1.61133	-19.03381	-12.5885
13.203	23.96851	-1.51062	1.71204	-19.23523	-9.06372
13.2035	27.49329	7.65381	-1.91345	-21.45081	-0.10071
13.204	33.33435	11.07788	-5.13611	-22.25647	4.02832
13.2045	33.33435	6.94885	0.10071	-24.06921	12.28638
13.205	34.14001	6.94885	-2.41699	-26.3855	25.98267
13.2055	31.72302	8.7616	-5.33752	-16.71753	26.28479
13.206	26.98975	12.48779	-0.60425	-28.19824	29.70886
13.2065	25.78125	6.94885	0.80566	-34.14001	32.93152
13.207	27.59399	6.94885	2.11487	-25.07629	33.13293
13.2075	27.39258	10.67505	-4.63257	-28.60107	42.7002
13.208	19.83948	3.32336	1.81274	-26.3855	41.08887
13.2085	10.97717	5.0354	-5.13611	-20.24231	39.07471
13.209	9.16443	2.41699	-1.81274	-18.02673	36.05347
13.2095	0.40283	-5.74036	1.40991	-15.40833	32.42798
13.21	-9.97009	-5.43823	7.15027	-11.68213	25.37842
13.2105	-7.5531	-3.02124	0.80566	-13.19275	25.68054
13.211	-14.19983	-2.41699	3.02124	-7.15027	23.56567
13.2115	-15.50903	-11.48071	-0.10071	0.10071	22.05505
13.212	-22.76001	-13.49487	-0.10071	3.52478	16.51611
13.2125	-23.46497	-7.04956	-1.91345	3.92761	7.5531
13.213	-34.94568	-12.78992	-5.23682	17.01965	10.0708
13.2135	-39.17542	-14.90479	0.70496	23.66638	-3.52478
13.214	-43.20374	-15.20691	0.50354	14.40125	-9.06372
13.2145	-35.44922	-14.50195	2.31628	25.88196	-17.32178
13.215	-34.54285	-10.97717	-0.70496	25.177	-25.57983
13.2155	-36.55701	-11.07788	-8.8623	23.26355	-27.79541
13.216	-40.98816	-10.27222	-4.83398	22.96143	-37.96692
13.2165	-35.65063	-10.77576	-6.2439	23.26355	-35.54993
13.217	-26.88904	-10.97717	-7.35168	25.57983	-35.34851
13.2175	-31.92444	-8.7616	-3.52478	28.09753	-40.1825
13.218	-25.88196	-6.44531	-6.64673	20.84656	-41.79382
13.2185	-17.82532	-9.26514	-10.17151	19.33594	-42.59949
13.219	-12.48779	0.60425	-7.5531	19.53735	-40.98816
13.2195	-9.46655	0.30212	-7.15027	16.21399	-42.8009
13.22	-6.74744	2.21558	-4.33044	5.74036	-39.57825
13.2205	-1.2085	2.01416	-1.61133	3.32336	-33.13293
13.221	5.13611	3.02124	-7.35168	-0.50354	-29.80957
13.2215	13.89771	6.2439	2.31628	-0.10071	-23.66638
13.222	19.33594	6.44531	0.20142	-4.53186	-16.11328
13.2225	24.57275	1.2085	-0.60425	-12.38708	-13.49487
13.223	28.80249	4.43115	-7.15027	-15.40833	-8.25806
13.2235	26.88904	8.25806	-0.10071	-22.05505	-2.31628
13.224	31.21948	11.38	-0.90637	-23.56567	9.76868
13.2245	32.42798	8.25806	-3.92761	-20.94727	16.41541
13.225	37.96692	5.0354	0.30212	-31.72302	24.47205
13.2255	31.62231	5.84106	-0.10071	-28.29895	27.19116
13.226	31.72302	11.88354	-3.8269	-19.33594	29.10461
13.2265	24.87488	12.38708	-2.21558	-29.70886	32.52869
13.227	26.28479	6.44531	-4.33044	-31.32019	35.54993
13.2275	24.47205	3.52478	-4.53186	-25.07629	42.39807
13.228	15.30762	2.11487	-0.90637	-18.32886	31.11877
13.2285	8.96301	-3.02124	0.10071	-23.8678	35.85205
13.229	10.57434	-2.41699	-1.2085	-16.3147	38.974
13.2295	6.14319	-3.22266	4.22974	-20.34302	37.06055
13.23	-0.50354	-7.35168	1.61133	-7.35168	40.48462
13.2305	-11.07788	-10.87646	0.70496	-6.44531	33.9386
13.231	-16.11328	-6.14319	-0.90637	-0.10071	31.82373
13.2315	-18.42957	-4.53186	0.80566	4.53186	22.55859
13.232	-18.02673	-11.68213	-6.2439	2.5177	13.29346
13.2325	-24.87488	-14.40125	-2.92053	14.40125	8.66089
13.233	-33.43506	-16.01257	-5.74036	14.50195	2.61841
13.2335	-34.84497	-9.36584	-3.62549	17.92603	-6.14319
13.234	-39.77966	-15.81116	-6.2439	23.56567	-9.97009
13.2345	-38.36975	-8.15735	-0.50354	26.28479	-17.72461
13.235	-41.39099	-5.74036	-8.45947	18.63098	-26.68762
13.2355	-42.49878	-14.40125	-1.91345	20.64514	-27.6947
13.236	-38.87329	-14.09912	-4.63257	22.25647	-32.93152
13.2365	-30.31311	-10.37292	-0.10071	20.54443	-39.77966
13.237	-34.03931	-10.37292	-2.71912	19.83948	-37.46338
13.2375	-31.52161	-14.70337	-1.3092	21.85364	-39.57825
13.238	-18.32886	-9.16443	4.93469	25.78125	-42.39807
13.2385	-17.01965	-5.84106	2.21558	17.32178	-38.16833
13.239	-10.17151	-6.84814	-1.3092	14.90479	-40.58533
13.2395	-5.33752	-4.53186	2.81982	5.74036	-35.85205
